epoch,train_loss,val_loss,val_weighted_f1
1,1.0559933022497248,0.8762810978483646,0.6547451104074057
2,0.7587020447718156,0.8198698403987479,0.719801809229708
3,0.5599093767374697,0.9341315639779922,0.7151686586274144
4,0.44831872773078596,0.995541715875585,0.697837913895971
