epoch,train_loss,val_loss,val_weighted_f1
1,1.0499950542033298,0.9476531921549046,0.6161130553718566
2,0.7506478869799271,0.8780142861477872,0.712837761830063
3,0.5519651798368658,1.0515734350427668,0.6794130852921294
4,0.43401847637972785,1.075331782406949,0.6939251710598761
